temperature_K,dipole_manifold,manifold_states,twist_halfwidth_deg,tilt_deg,kBT_J,face_vdw_kBT,face_u_min_kBT,face_dipole_min_kBT,face_f_dip_kBT,face_f_dip_quenched_kBT,face_degeneracy,tip_vdw_kBT,tip_u_min_kBT,tip_dipole_min_kBT,tip_f_dip_kBT,tip_f_dip_quenched_kBT,tip_degeneracy,d_vdW_kBT,d_U_min_kBT,d_dipole_min_kBT,d_F_dip_kBT,d_F_dip_quenched_kBT,d_F_twist_kBT,d_F_energy_only_kBT,d_F_total_kBT,d_F_total_quenched_kBT,preferred_energy_only,preferred_with_entropy,preferred_single_pair,d_vdW_J,d_U_min_J,d_dipole_min_J,d_F_dip_J,d_F_dip_quenched_J,d_F_twist_J,d_F_energy_only_J,d_F_total_J,d_F_total_quenched_J
204.0,blocked,64,5.0,2.0,2.8165239600000003e-21,-1.73385247132022,-11.139183803610393,-9.405331332290174,-9.077884881618516,-1.73385247132022,64,-0.08710041960785314,-4.259925363465543,-4.17282494385769,-1.4806033924227824,-1.4806033924227824,1,1.6467520517123668,6.87925844014485,5.232506388432484,7.597281489195733,0.25324907889743753,-4.969813299576001,7.597281489195733,2.6274681896197327,-4.716564220678563,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.1397925345184266e-20,7.132820985625632e-22,-1.3997598234982467e-20,2.1397925345184266e-20,7.400327110201801e-21,-1.3284316136419902e-20
205.0,blocked,64,5.0,2.0,2.8303304500000003e-21,-1.7253946543869505,-11.084846321641562,-9.359451667254612,-9.023968422081014,-1.7253946543869505,64,-0.08667553951220508,-4.239145239741321,-4.1524697002291155,-1.4669870158298632,-1.4669870158298632,1,1.6387191148747453,6.845701081900241,5.206981967025497,7.5569814062511504,0.25840763855708726,-4.969813299576001,7.5569814062511504,2.5871681066751497,-4.7114056610189134,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873163e-20,2.1388754584196454e-20,7.313790079207182e-22,-1.4066213912604928e-20,2.1388754584196454e-20,7.322540671591526e-21,-1.333483490468421e-20
206.0,blocked,64,5.0,2.0,2.8441369400000004e-21,-1.7170189521811885,-11.03103638804136,-9.314017435860173,-8.970585052224376,-1.7170189521811885,64,-0.08625478446602933,-4.2185668647911205,-4.132312080325091,-1.45355889667444,-1.45355889667444,1,1.6307641677151592,6.812469523250239,5.181705355535081,7.517026155549936,0.26346005550674856,-4.969813299576001,7.517026155549936,2.5472128559739353,-4.706353244069252,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.473747961387316e-20,2.137945176794576e-20,7.493164760811941e-22,-1.4134829590227392e-20,2.137945176794576e-20,7.24462217771837e-21,-1.3385513114146198e-20
207.0,blocked,64,5.0,2.0,2.8579434300000004e-21,-1.7087241746344195,-10.977746357181257,-9.269022182546838,-8.91772712433474,-1.7087241746344195,64,-0.0858380946860002,-4.198187314719665,-4.112349220033665,-1.4403156645108925,-1.4403156645108925,1,1.6228860799484193,6.7795590424615915,5.156672962513173,7.477411459823847,0.26840851012352696,-4.969813299576001,7.477411459823847,2.507598160247846,-4.701404789452473,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1370018955010273e-20,7.670963380636224e-22,-1.4203445267849856e-20,2.1370018955010273e-20,7.166573687160419e-21,-1.3436348929786232e-20
208.0,blocked,64,5.0,2.0,2.8717499200000004e-21,-1.7005091545640616,-10.92496873046404,-9.224459575899978,-8.86538713696702,-1.7005091545640616,64,-0.08542541153847136,-4.178003721860437,-4.092578310321965,-1.4272540202949324,-1.4272540202949324,1,1.6150837430255902,6.746965008603603,5.131881265578013,7.438133116672087,0.2732551342691292,-4.969813299576001,7.438133116672087,2.468319817096086,-4.696558165306872,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.136045818275242e-20,7.847204099769611e-22,-1.4272060945472317e-20,2.136045818275242e-20,7.088397237280101e-21,-1.3487340535495357e-20
209.0,blocked,64,5.0,2.0,2.88555641e-21,-1.6923727471259564,-10.872696152806318,-9.180323405680362,-8.81355773144066,-1.6923727471259564,64,-0.0850166775119715,-4.158013273430482,-4.072996595918511,-1.4143707347102925,-1.4143707347102925,1,1.607356069613985,6.714682879375836,5.107326809761851,7.399186996730368,0.2780020124156639,-4.969813299576001,7.399186996730368,2.429373697154367,-4.691811287160337,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.1350771467203963e-20,8.021904889189186e-22,-1.434067662309478e-20,2.1350771467203963e-20,7.010094844109183e-21,-1.353848613417586e-20
210.0,blocked,64,5.0,2.0,2.8993629e-21,-1.6843138292824995,-10.820921409221526,-9.136607579939026,-8.762231688435879,-1.6843138292824995,64,-0.08461183619048591,-4.138213210223671,-4.053601374033185,-1.4016626465364677,-1.4016626465364677,1,1.5997019930920136,6.682708198997855,5.083006205905841,7.360569041899411,0.28265118274603185,-4.969813299576001,7.360569041899411,2.3907557423234103,-4.687162116829969,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.4737479613873157e-20,2.13409608029717e-20,8.195083528949649e-22,-1.4409292300717243e-20,2.13409608029717e-20,6.931668502254456e-21,-1.3589783947822278e-20
211.0,blocked,64,5.0,2.0,2.91316939e-21,-1.6763312992858999,-10.769637421500097,-9.093306122214198,-8.711401924687083,-1.6763312992858999,64,-0.08421083222749784,-4.118600825341094,-4.034389993113597,-1.3891266610564887,-1.3891266610564887,1,1.592120467058402,6.651036596159003,5.058916129100601,7.322275263630594,0.2872046382294111,-4.969813299576001,7.322275263630594,2.3524619640545934,-4.68260866134659,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1331028163162827e-20,8.366757607559443e-22,-1.4477907978339704e-20,2.1331028163162827e-20,6.853120184823121e-21,-1.3641232217583762e-20
212.0,blocked,64,5.0,2.0,2.92697588e-21,-1.6684240761760607,-10.718837244983588,-9.050413168807527,-8.661061489770233,-1.6684240761760607,64,-0.08381361132076436,-4.09917346295741,-4.015359851636646,-1.3767597485037486,-1.3767597485037486,1,1.5846104648552963,6.619663782026178,5.035053317170881,7.284301741266485,0.2916643276723121,-4.969813299576001,7.284301741266485,2.314488441690484,-4.678148971903688,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1320975499329e-20,8.53694452153274e-22,-1.4546523655962168e-20,2.1320975499329e-20,6.7744518433668336e-21,-1.3692829203808893e-20
213.0,blocked,64,5.0,2.0,2.94078237e-21,-1.660591099292605,-10.668514065429674,-9.00792296613707,-8.611203562981057,-1.660591099292605,64,-0.08342012018780302,-4.079928517121929,-3.996508396934126,-1.3645589425469051,-1.3645589425469051,1,1.5771709791048019,6.588585548307745,5.011414569202944,7.246644620434152,0.2960321567456998,-4.969813299576001,7.246644620434152,2.276831320858151,-4.6737811428303,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.4737479613873163e-20,2.1310804741428097e-20,8.705661475108306e-22,-1.4615139333584632e-20,2.1310804741428097e-20,6.695665407843465e-21,-1.37445731860738e-20
214.0,blocked,64,5.0,2.0,2.95458886e-21,-1.6528313278005835,-10.618661195965048,-8.965829868164466,-8.561821450301137,-1.6528313278005835,64,-0.08303030654206563,-4.060863430593321,-3.9778331240512563,-1.3525213388119415,-1.3525213388119415,1,1.5698010212585178,6.557797765371727,4.987996744113209,7.2093001114891955,0.30030998898864203,-4.969813299576001,7.2093001114891955,2.2394868119131948,-4.669503310587359,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1300517797802735e-20,8.872925480125644e-22,-1.4683755011207094e-20,2.1300517797802735e-20,6.616762786595641e-21,-1.3796462463194532e-20
215.0,blocked,64,5.0,2.0,2.96839535e-21,-1.645143740229418,-10.56927207412335,-8.924128333893933,-8.512908581449004,-1.645143740229418,64,-0.08264411906977695,-4.041975693706841,-3.9593315746370643,-1.340644093440457,-1.340644093440457,1,1.5624996211596411,6.52729638041651,4.964796759256869,7.172264488008547,0.3044996467889609,-4.969813299576001,7.172264488008547,2.202451188432546,-4.66531365278704,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.12901165551747e-20,9.03875335604994e-22,-1.4752370688829558e-20,2.12901165551747e-20,6.537745866345143e-21,-1.3848495353224564e-20
216.0,blocked,64,5.0,2.0,2.98220184e-21,-1.6375273340246521,-10.520340258965373,-8.88281292494072,-8.464458507013447,-1.6375273340246521,64,-0.08226150740741686,-4.023262843273013,-3.941001335865596,-1.3289244216832978,-1.3289244216832978,1,1.5552658266172352,6.49707741569236,4.941811589075124,7.135534085330149,0.3086029123413543,-4.969813299576001,7.135534085330149,2.1657207857541483,-4.661210387234647,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1279602878654287e-20,9.203161730137455e-22,-1.4820986366452022e-20,2.1279602878654287e-20,6.458616512202267e-21,-1.3900670193438277e-20
217.0,blocked,64,5.0,2.0,2.99600833e-21,-1.6299811251120961,-10.471859428278895,-8.8418783031668,-8.41646489566644,-1.6299811251120961,64,-0.08188242211982508,-4.004722461506778,-3.922840039386953,-1.3173595965286644,-1.3173595965286644,1,1.548098702992271,6.4671369667721175,4.919038263779846,7.099105299137776,0.31262152858343173,-4.969813299576001,7.099105299137776,2.129291999561775,-4.6571917709925685,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873157e-20,2.126897861176392e-20,9.366167037732947e-22,-1.4889602044074483e-20,2.126897861176392e-20,6.379376567689435e-21,-1.3952985340301188e-20
218.0,blocked,64,5.0,2.0,3.00981482e-21,-1.6225041474739672,-10.423823375855598,-8.801319228381631,-8.368921531453044,-1.6225041474739672,64,-0.08150681467890845,-3.986352174986105,-3.9048453603071964,-1.3059469473638403,-1.3059469473638403,1,1.5409973327950588,6.437471200869493,4.896473868074435,7.062974584089203,0.3165572001101269,-4.969813299576001,7.062974584089203,2.0931612845132026,-4.653256099465874,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1258245576475023e-20,9.527785522691656e-22,-1.4958217721696947e-20,2.1258245576475023e-20,6.300027854778074e-21,-1.4005439169427782e-20
219.0,blocked,64,5.0,2.0,3.02362131e-21,-1.6150954527366432,-10.37622600884256,-8.761130556105917,-8.321822311155872,-1.6150954527366432,64,-0.0811346374429317,-3.968149653639136,-3.8870150161962047,-1.2946838586697185,-1.2946838586697185,1,1.5339608152937116,6.4080763552034234,4.874115539909711,7.027138452486153,0.32041159406692477,-4.969813299576001,7.027138452486153,2.0573251529101526,-4.649401705509076,face,face,tip,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1247405573257555e-20,9.688033237918233e-22,-1.5026833399319412e-20,2.1247405573257555e-20,6.220572173938146e-21,-1.4058030075527587e-20
220.0,blocked,64,5.0,2.0,3.0374278e-21,-1.6077541097696584,-10.329061345166002,-8.721307235396344,-8.275161241731716,-1.6077541097696584,64,-0.08076584363637292,-3.9501126097589583,-3.8693467661225855,-1.28356776874731,-1.28356776874731,1,1.5269882661332854,6.378948735407043,4.851960469273758,6.991593472984406,0.32418634102234845,-4.969813299576001,6.991593472984406,2.0217801734084055,-4.6456269585536525,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873157e-20,2.1236460381141387e-20,9.846926046015617e-22,-1.5095449076941873e-20,2.1236460381141387e-20,6.141011304199512e-21,-1.4110756472340313e-20
221.0,blocked,64,5.0,2.0,3.05123429e-21,-1.6004792042955875,-10.282323511024979,-8.681844306729392,-8.228932437818045,-1.6004792042955875,64,-0.08040038733032598,-3.932238797045117,-3.851838409714791,-1.2725961684754603,-1.2725961684754603,1,1.5200788169652615,6.350084713979862,4.830005897014601,6.956336269342585,0.32788303582012723,-4.969813299576001,6.956336269342585,1.9865229697665843,-4.6419302637558735,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.122541175778877e-20,1.0004479620036706e-21,-1.5164064754564337e-20,2.122541175778877e-20,6.061347003224435e-21,-1.4163616792560666e-20
222.0,blocked,64,5.0,2.0,3.06504078e-21,-1.5932698385104724,-10.236006738452794,-8.642736899942323,-8.183130119307155,-1.5932698385104724,64,-0.08003822342343263,-3.9145260096710395,-3.834487786247607,-1.2617666000989871,-1.2617666000989871,1,1.5132316150870397,6.321480728781754,4.808249113694716,6.9213635192081675,0.3315032384114853,-4.969813299576001,6.9213635192081675,1.9515502196321668,-4.638310061164516,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873163e-20,2.121426143957735e-20,1.016070944433265e-21,-1.5232680432186798e-20,2.121426143957735e-20,5.981581007390548e-21,-1.4216609487753536e-20
223.0,blocked,64,5.0,2.0,3.0788472700000002e-21,-1.5861251307144613,-10.190105362944037,-8.603980232229576,-8.137748608985858,-1.5861251307144613,64,-0.07967930762332755,-3.8969720813765507,-3.8172927737532234,-1.251076656046501,-1.251076656046501,1,1.5064458230911337,6.293133281567486,4.786687458476353,6.8866719529393565,0.3350484746679603,-4.969813299576001,6.8866719529393565,1.9168586533633558,-4.63476482490804,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873157e-20,2.1203011141692907e-20,1.0315630815491138e-21,-1.5301296109809262e-20,2.1203011141692907e-20,5.901715031883645e-21,-1.426973302826015e-20
224.0,blocked,64,5.0,2.0,3.0926537600000002e-21,-1.5790442149523432,-10.14461382114518,-8.565569606192838,-8.092782330238634,-1.5790442149523432,64,-0.07932359642858054,-3.879574884584691,-3.800251288156111,-1.24052397777717,-1.24052397777717,1,1.4997206185237626,6.265038936560488,4.765318318036727,6.852258352461464,0.3385202371751732,-4.969813299576001,6.852258352461464,1.8824450528854637,-4.631293062400827,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.1191662558231356e-20,1.0469258843358913e-21,-1.5369911787431727e-20,2.1191662558231356e-20,5.821750770799628e-21,-1.4322985903095832e-20
225.0,blocked,64,5.0,2.0,3.1064602500000002e-21,-1.572026240663666,-10.099526648606757,-8.52750040794309,-8.048225804812274,-1.572026240663666,64,-0.07897104711112019,-3.8623323295420926,-3.7833612824309726,-1.2301062546557109,-1.2301062546557109,1,1.4930551935525458,6.237194319064664,4.744139125512119,6.818119550156563,0.34191998600795515,-4.969813299576001,6.818119550156563,1.8483062505805625,-4.627893313568046,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1180217362309246e-20,1.062160845214269e-21,-1.5438527465054188e-20,2.1180217362309246e-20,5.741689897255057e-21,-1.437636661983992e-20
226.0,blocked,64,5.0,2.0,3.1202667400000002e-21,-1.5650703723421453,-10.054838477595222,-8.489768105253077,-8.004073650640118,-1.5650703723421453,64,-0.07862161769912408,-3.8452423634821717,-3.766620745783048,-1.2198212228549146,-1.2198212228549146,1,1.4864487546430212,6.209596114113051,4.72314735947003,6.784252427785203,0.34524914948723073,-4.969813299576001,6.784252427785203,1.8144391282092025,-4.62456415008877,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1168677206182424e-20,1.0772694381582942e-21,-1.5507143142676652e-20,2.1168677206182424e-20,5.6615340635057705e-21,-1.4429873704518358e-20
227.0,blocked,64,5.0,2.0,3.1340732300000002e-21,-1.5581757892040742,-10.010544034962644,-8.45236824575857,-7.960320579724,-1.5581757892040742,64,-0.07827526696036143,-3.828302969810444,-3.750027702850083,-1.209666664285023,-1.209666664285023,1,1.4799005222437127,6.1822410651521995,4.7023405429084875,6.750653915438977,0.3485091249190513,-4.969813299576001,6.750653915438977,1.7808406158629762,-4.62130417465695,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873157e-20,2.1157043721371984e-20,1.0922531188195246e-21,-1.5575758820299116e-20,2.1157043721371984e-20,5.5812849010728674e-21,-1.4483505701479592e-20
228.0,blocked,64,5.0,2.0,3.1478797200000003e-21,-1.55134168486546,-9.966638140072458,-8.415296455206999,-7.916961396072175,-1.55134168486546,64,-0.07793195438597386,-3.8115121673112755,-3.7335802129253017,-1.1996404055492809,-1.1996404055492809,1,1.4734097304794862,6.155125972761183,4.681716242281697,6.717320990522894,0.3517012793161791,-4.969813299576001,6.717320990522894,1.7475076909468932,-4.618112020259821,face,face,tip,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1145318518797332e-20,1.1071133246574557e-21,-1.5644374497921578e-20,2.1145318518797332e-20,5.500944020875753e-21,-1.4537261173264122e-20
229.0,blocked,64,5.0,2.0,3.1616862100000003e-21,-1.5445672670276194,-9.923115702779565,-8.378548435751945,-7.873990993691464,-1.5445672670276194,64,-0.07759164017468141,-3.7948680093754183,-3.717276369200737,-1.1897403169250298,-1.1897403169250298,1,1.466975626852938,6.1282476934041465,4.6612720665512075,6.6842506767664345,0.3548269501025896,-4.969813299576001,6.6842506767664345,1.7144373771904338,-4.614986349473411,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873157e-20,2.1133503188915607e-20,1.1218514750757156e-21,-1.5712990175544042e-20,2.1133503188915607e-20,5.420513013371563e-21,-1.4591138700468327e-20
230.0,blocked,64,5.0,2.0,3.1754927000000003e-21,-1.5378517571709776,-9.879971721463132,-8.342119964292154,-7.831404354631992,-1.5378517571709776,64,-0.07725428521740019,-3.778368583247699,-3.701114298030299,-1.1799643113696971,-1.1799643113696971,1,1.4605974719535775,6.101603138215433,4.641005666261854,6.651440043262295,0.3578874458012804,-4.969813299576001,6.651440043262295,1.6816267436862944,-4.6119258537747205,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.4737479613873157e-20,2.1121599301867103e-20,1.1364689715636116e-21,-1.5781605853166506e-20,2.1121599301867103e-20,5.3399934487005996e-21,-1.4645136881602894e-20
231.0,blocked,64,5.0,2.0,3.1892991900000003e-21,-1.5311943902568175,-9.837201281110477,-8.306006890853661,-7.789196547082902,-1.5311943902568175,64,-0.07691985108225992,-3.7620120092942457,-3.685092158211986,-1.1703103435510682,-1.1703103435510682,1,1.4542745391745575,6.075189271816232,4.620914732641674,6.618886203531834,0.36088404670574925,-4.969813299576001,6.618886203531834,1.6490729039558332,-4.608929252870252,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1109608407626255e-20,1.1509671978425684e-21,-1.5850221530788967e-20,2.1109608407626255e-20,5.259386876837287e-21,-1.46992543329464e-20
232.0,blocked,64,5.0,2.0,3.2031056800000003e-21,-1.524594414436745,-9.794799551450518,-8.270205137013773,-7.747362723517503,-1.524594414436745,64,-0.0765883000000088,-3.745796440288667,-3.6692081402886583,-1.160776408901234,-1.160776408901234,1,1.4480061144367362,6.049003111161851,4.600996996725115,6.586586314616269,0.3638180055355109,-4.969813299576001,6.586586314616269,1.616773015040268,-4.60599529404049,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1097532036157638e-20,1.1653475200170665e-21,-1.591883720841143e-20,2.1097532036157638e-20,5.178694827746208e-21,-1.4753489688394364e-20
233.0,blocked,64,5.0,2.0,3.2169121700000003e-21,-1.5180510907696345,-9.75276178513528,-8.234710694365646,-7.705898118886366,-1.5180510907696345,64,-0.07625959484979417,-3.7297200607166126,-3.653460465866819,-1.1513605426936229,-1.1513605426936229,1,1.4417914959198403,6.023041724418668,4.581250228498827,6.554537576192743,0.36669054807601165,-4.969813299576001,6.554537576192743,1.5847242766167424,-4.603122751499989,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.4737479613873157e-20,2.108537169757674e-20,1.179611286729692e-21,-1.5987452886033896e-20,2.108537169757674e-20,5.097918811542846e-21,-1.4807841599304202e-20
234.0,blocked,64,5.0,2.0,3.2307186600000003e-21,-1.5115636929458327,-9.711083315968036,-8.199519623022203,-7.664798048856924,-1.5115636929458327,64,-0.07593369914530787,-3.7137810860981655,-3.637847386952858,-1.1420608191425528,-1.1420608191425528,1,1.4356299938005248,5.99730222986987,4.561672236069345,6.522737229714371,0.36950287380327995,-4.969813299576001,6.522737229714371,1.5529239301383706,-4.6003104257727205,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1073128882314928e-20,1.1937598293198818e-21,-1.6056068563656357e-20,2.1073128882314928e-20,5.0170603186585705e-21,-1.4862308734336473e-20
235.0,blocked,64,5.0,2.0,3.2445251500000003e-21,-1.5051315070184035,-9.669759557176683,-8.164628050158278,-7.624057908098185,-1.5051315070184035,64,-0.07561057702128528,-3.697977762327535,-3.62236718530625,-1.1328753505247198,-1.1328753505247198,1,1.429520929997118,5.971781794849147,4.542260864852028,6.491182557573465,0.3722561564936837,-4.969813299576001,6.491182557573465,1.5213692579974643,-4.597557143082317,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.4737479613873157e-20,2.1060805061288433e-20,1.2077944619860927e-21,-1.612468424127882e-20,2.1060805061288433e-20,4.936120820009612e-21,-1.4916889779292727e-20
236.0,blocked,64,5.0,2.0,3.2583316400000004e-21,-1.498753831141207,-9.628785999731019,-8.130032168589812,-7.583673168609211,-1.498753831141207,64,-0.07529019322034763,-3.682308365029537,-3.6070181718091896,-1.1238022863221033,-1.1238022863221033,1,1.4234636379208594,5.946477634701481,4.523013996780623,6.459870882287108,0.37495154481910364,-4.969813299576001,6.459870882287108,1.490057582711107,-4.594861754756897,face,face,tip,4.638116609827041e-21,1.9375596223700202e-20,1.4737479613873163e-20,2.1048401686070802e-20,1.2217164819509636e-21,-1.6193299918901282e-20,2.1048401686070802e-20,4.8551017671695175e-21,-1.497158343695032e-20
237.0,blocked,64,5.0,2.0,3.2721381300000004e-21,-1.492429975313607,-9.588158210702616,-8.09572823538901,-7.543639378090075,-1.492429975313607,64,-0.07497251308017738,-3.666771198932366,-3.5917986858521886,-1.1148398123857257,-1.1148398123857257,1,1.4174574622334295,5.92138701177025,4.503929549536823,6.428799565704349,0.3775901629278813,-4.969813299576001,6.428799565704349,1.4589862661283481,-4.592223136648119,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.1035920189068642e-20,1.2355271696292329e-21,-1.6261915596523746e-20,2.1035920189068642e-20,4.774004592544896e-21,-1.5026388426894513e-20
238.0,blocked,64,5.0,2.0,3.2859446200000004e-21,-1.486159261131617,-9.54787183166605,-8.061712570534436,-7.5039521583540285,-1.486159261131617,64,-0.07465750252101698,-3.6513645972561797,-3.5767070947351627,-1.105986150119766,-1.105986150119766,1,1.4115017586106,5.896507234409871,4.485005475799273,6.397966008234262,0.3801731110118509,-4.969813299576001,6.397966008234262,1.4281527086582617,-4.58964018856415,face,face,tip,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.1023361983700253e-20,1.2492277887980544e-21,-1.633053127414621e-20,2.1023361983700253e-20,4.692830709554043e-21,-1.5081303485348156e-20
239.0,blocked,64,5.0,2.0,3.2997511100000004e-21,-1.4799410215452922,-9.507922577140253,-8.02798155559496,-7.464607203779673,-1.4799410215452922,64,-0.07434512803348134,-3.6360869211170326,-3.5617417930835513,-1.097239555685504,-1.097239555685504,1,1.405595893511811,5.8718356560232206,4.466239762511409,6.367367648094169,0.38270146585978826,-4.969813299576001,6.367367648094169,1.3975543485181685,-4.587111833716213,face,face,tip,4.638116609827041e-21,1.9375596223700202e-20,1.4737479613873163e-20,2.1010728464576828e-20,1.2628195867694636e-21,-1.6399146951768672e-20,2.1010728464576828e-20,4.611581512808154e-21,-1.513632736499921e-20
240.0,blocked,64,5.0,2.0,3.3135576e-21,-1.473774600622187,-9.468306233068835,-7.994531632446649,-7.425600279801964,-1.473774600622187,64,-0.07403535666667518,-3.620936558945712,-3.5469012022790367,-1.088598319224606,-1.088598319224606,1,1.3997392439555119,5.847369674123124,4.447630430167612,6.337001960577358,0.385176281397581,-4.969813299576001,6.337001960577358,1.3671886610013573,-4.5846370181784195,face,face,tip,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.0998021007686005e-20,1.276303794564693e-21,-1.6467762629391133e-20,2.0998021007686005e-20,4.530258378294871e-21,-1.519145883482644e-20
241.0,blocked,64,5.0,2.0,3.32736409e-21,-1.4676593533167008,-9.42901865533826,-7.961359302021559,-7.386927221440913,-1.4676593533167008,64,-0.07372815601660598,-3.605911925921041,-3.532183769904435,-1.0800607641012663,-1.0800607641012663,1,1.3939311973000947,5.823106729417218,4.429175532117124,6.3068664573396465,0.38759858921543455,-4.969813299576001,6.3068664573396465,1.3370531577636457,-4.582214710360566,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.0985240970577457e-20,1.2896816270900982e-21,-1.6536378307013597e-20,2.0985240970577457e-20,4.44886266356386e-21,-1.52466966799235e-20
242.0,blocked,64,5.0,2.0,3.34117058e-21,-1.461594645245144,-9.39005576833273,-7.928461123087585,-7.348583931866898,-1.461594645245144,64,-0.07342349421488448,-3.5910114634172348,-3.5175879692023506,-1.0716252461627223,-1.0716252461627223,1,1.3881711510302597,5.799044304915494,4.410873153885234,6.276958685704176,0.3899693990824218,-4.969813299576001,6.276958685704176,1.307145386128175,-4.579843900493579,face,face,tip,4.638116609827041e-21,1.93755962237002e-20,1.4737479613873157e-20,2.0972389692550258e-20,1.3029542833144667e-21,-1.660499398463606e-20,2.0972389692550258e-20,4.3673957079141986e-21,-1.5302039701321592e-20
243.0,blocked,64,5.0,2.0,3.35497707e-21,-1.4555798524663575,-9.351413563524776,-7.895833711058418,-7.310566381001511,-1.4555798524663575,64,-0.07312133991770388,-3.5762336384649007,-3.503112298547197,-1.0632901530177064,-1.0632901530177064,1,1.3824585125486535,5.775179925059875,4.3927214125112215,6.2472762279838046,0.3922896994486511,-4.969813299576001,6.2472762279838046,1.2774629284078038,-4.57752360012735,face,face,tip,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.0959468494841757e-20,1.316122946447416e-21,-1.6673609662258523e-20,2.0959468494841757e-20,4.285858832583234e-21,-1.5357486715811107e-20
244.0,blocked,64,5.0,2.0,3.36878356e-21,-1.4496143612677248,-9.313088098100494,-7.863473736832769,-7.272870604152924,-1.4496143612677248,64,-0.07282166229509034,-3.5615769432252904,-3.4887552809302003,-1.0550539033323458,-1.0550539033323458,1,1.3767926989726345,5.751511154875203,4.374718455902569,6.2178167008205785,0.39456045793537897,-4.969813299576001,6.2178167008205785,1.2480034012445778,-4.575252841640622,face,face,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.0946478680817802e-20,1.3291887841187763e-21,-1.6742225339880987e-20,2.0946478680817802e-20,4.204253340936817e-21,-1.5413036555762212e-20
245.0,blocked,64,5.0,2.0,3.38259005e-21,-1.4436975679564281,-9.27507549361845,-7.831377925662023,-7.235492700684791,-1.4436975679564281,64,-0.0725244310204165,-3.547039894477432,-3.4745154634570157,-1.0469149461431133,-1.0469149461431133,1,1.3711731369360116,5.728035599141018,4.356862462205008,6.188577754541678,0.3967826218133148,-4.969813299576001,6.188577754541678,1.2187644549656769,-4.573030677762686,face,face,tip,4.638116609827041e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.093342153616402e-20,1.3421529485586317e-21,-1.681084101750345e-20,2.093342153616402e-20,4.122580518660572e-21,-1.546868806894482e-20
